x1,y1,z1,x2,y2,z2,x3,y3,z3
14.104271,-5.4175344,-1.5208374,41.299717,30.50297,-18.020128,15.445481,-4.775669,-0.8430469
11.515254,-6.4042826,-0.32332766,11.852952,10.952425,-8.789722,5.9061184,-1.5399976,-2.066902
10.918895,-7.1467385,0.58677983,-9.412427,-8.4448395,-2.8548634,2.2177882,1.8034497,-7.790999
6.832991,-6.5144534,1.0538087,-6.569539,-7.690408,-5.247488,3.5733693,3.3721876,-9.354947
4.038003,-4.86189,0.83586186,39.508244,32.16272,-2.2632935,0.364043,1.6932789,-5.9540186
2.0405567,-3.8056862,-0.4766089,9.3381815,8.631651,-8.234077,7.462881,-5.736072,-6.351592
4.0427933,-5.2762284,-0.75203615,-15.421532,-6.6773148,-5.8965383,12.981007,-6.3156667,-9.366921
9.216036,-7.2904396,1.1975098,-2.787803,-3.408113,-1.5136524,11.292518,-6.622229,-9.889036
13.220509,-6.6677346,2.198628,38.820873,30.946049,0.6011499,10.662627,-5.513335,-11.323653
11.342813,0.07185059,-0.44547364,8.281978,6.2438164,-4.514612,14.758111,-5.101392,-5.4175344
11.57992,-5.831873,0.016765138,-12.008629,-7.32876,-3.9350173,10.935659,-3.3434474,-1.2358302
12.353511,-6.5120583,1.1975098,-2.0860622,-4.976851,-5.2355127,2.3255641,-0.014370117,-6.758745
10.102193,-7.3000197,1.7148341,39.484295,31.597494,4.145779,2.0405567,3.4009278,-8.538245
3.5613942,3.899092,7.92991,3.1853762,4.8355446,7.460486,2.2680836,3.788921,8.851993
3.9637575,3.9517825,7.9802055,4.009263,5.137317,8.612491,2.43813,3.8655617,8.159832
6.75156,5.118157,8.693921,7.28565,6.2893214,6.933582,3.891907,3.1207106,8.0305
6.4258375,5.630691,6.109695,1.7651294,4.8020144,3.0704153,1.9447559,1.3867164,10.514136
4.045188,4.3278003,6.622229,2.2561085,2.411785,-6.7850904,3.1255007,0.21315674,10.94045
1.6908839,2.6225464,1.7579445,9.951306,1.8896705,-2.8500733,4.9337406,-1.7459693,11.275752
1.3651612,-0.974773,-0.4981641,15.356866,3.6452198,-8.796907,3.5661843,0.6825806,8.076006
7.0509377,-8.4376545,2.4716604,16.42265,3.7985013,-1.6693287,6.1743608,3.6979103,7.814949
17.021404,-10.712923,3.293152,17.481249,3.9709425,-2.459685,2.682422,4.1984696,-1.8106349
13.4671955,-6.485713,3.6955154,0.6706055,-2.42376,-1.2621753,3.8511915,1.1855347,-4.773274
13.48875,-5.4989653,4.785249,-15.26825,-1.2789404,-7.7383084,9.326206,-1.3076807,-7.4820414
7.3694754,-5.9707837,1.0514137,-10.150093,-3.767366,-5.721702,9.958491,-2.7710378,-11.812237
15.689774,-4.0116577,1.2981006,31.209501,21.595892,0.9436377,15.488592,-2.7901978,-8.387359
8.998089,-7.9802055,0.8334668,17.565075,4.4523416,0.14849122,14.717396,-1.0011182,-0.5364844
6.119275,-6.1312504,1.1591895,-36.6917,-28.306738,-8.008945,1.8705103,1.5160475,-4.521797
3.1566358,-4.5577226,0.7831714,24.244783,17.387842,-4.4834766,0.488584,3.6811452,-5.4103494
1.331631,-3.4344583,-0.38559815,15.011983,9.019644,-2.186653,0.60833496,4.361331,-9.328602
4.4738965,-5.206773,-1.5495777,-37.359913,-20.901337,-2.675237,-0.41912845,0.37122804,-6.828201
8.935819,-8.310719,2.1746778,13.203743,13.072017,-6.806646,12.044554,-3.6763551,-6.7898808
15.332915,-8.250843,-0.06706055,14.937737,7.2760696,-1.5998731,10.032737,-2.2944288,-10.037527
12.370276,-7.3072047,-0.7448511,-28.349848,-25.186026,0.2083667,11.984678,-2.8309133,-12.84449
13.151052,-7.5012016,-1.1448194,12.315191,-0.6610254,0.17483643,14.5928545,-2.5315359,-8.399334
11.958333,-8.315508,-0.62749517,14.920972,20.388802,23.753805,13.134288,-0.05269043,-3.151846
8.435259,-8.087981,0.5843848,-5.3792143,-15.110179,2.938689,4.1936793,1.3627661,-3.9924977
5.127737,-6.2725563,0.613125,-4.26074,-16.43702,-5.654641,0.9699829,3.0895753,-7.6161623
3.2117214,-4.0739284,-0.28261232,57.243362,44.2432,-9.010064,-1.7220191,3.9517825,-9.359736
2.7494826,-3.1135256,-0.09340577,6.4976883,2.6009912,-6.430628,-0.083825685,2.5363257,-7.201824
5.470225,-4.8427296,-1.3699512,-25.832682,-13.227694,-7.585027,4.6104126,-1.7986598,-6.1384354
8.914263,-7.060518,1.0849439,6.337222,1.1280543,0.7113208,13.759388,-1.7172291,-10.39678
9.814791,-8.018526,1.465752,12.832515,21.619843,22.666466,14.513819,-3.1925611,-10.418335
11.304493,-7.702383,-0.1341211,-1.6022681,-3.906277,1.8800904,10.605147,-1.2909156,-8.648416
13.266014,-6.248606,4.267925,-18.736238,-10.547667,-10.36325,15.011983,-0.69695073,-8.250843
12.183465,-7.216194,-1.4705421,36.042652,30.150902,-4.5696974,10.768008,-0.122146,-3.1326857
11.476934,-8.267608,0.61552006,12.006233,11.153606,-1.5112574,3.0799952,1.4705421,-3.8727467
7.9802055,-8.109536,1.2406201,-10.186019,-7.9155397,-3.9733377,0.5556446,3.408113,-6.943162
4.157754,-6.1863356,1.21188,-6.0282645,-8.329878,0.24668702,-1.1615845,4.1170387,-9.374106
2.4764502,-4.404441,0.08861572,47.48845,38.435276,-4.8139896,0.6322852,3.7625759,-7.702383
2.9817994,-4.28948,0.26584718,6.7228203,5.3169436,-6.7970657,1.6453785,-0.21555176,-2.4022048
6.6270194,-6.1935205,0.8933423,-16.695683,-8.253238,-7.197034,18.99011,-0.364043,-11.378738
10.121353,-7.2928348,2.2249732,1.698069,-6.229446,-1.0562036,15.091019,-0.06945557,-7.189849
12.188255,-7.2257743,-0.36164796,30.720917,28.519894,18.520687,12.530743,0.45744875,-8.3322735
13.567786,-6.2821364,1.0394385,1.0059083,-1.0154883,-3.166216,14.753321,2.088457,-1.7315992
11.845767,-6.7803006,0.28979737,-17.507593,-7.9634404,-10.164463,7.8604546,3.3841627,0.60594
12.9187355,-7.5059915,0.69695073,10.981165,14.621594,1.8369801,1.3268409,3.300337,-0.87897223
9.951306,-7.8820095,0.7592212,3.6500099,14.621594,9.457932,-1.4753321,3.8559816,-9.426797
6.3923073,-6.69408,1.5447876,-5.8198977,-4.5529323,0.37122804,-1.4298267,4.27032,-9.987232
4.143384,-4.517007,1.0322535,-8.195757,-7.175479,-6.473738,1.0178833,3.3745828,-3.7506008
1.5040723,-2.8524685,-0.46942386,47.845306,36.885696,-1.954336,9.77168,-1.0083033,-8.365804
4.071533,-3.6452198,-1.0106983,7.079678,8.416099,-0.46702883,13.522281,-1.4370118,-11.256593
8.389753,-6.0665846,0.13172609,-12.909156,-4.4212065,-5.853428,14.523399,0.29698244,-10.454261
4.2248144,4.5577226,7.441326,3.06323,6.2869267,7.719148,2.5698562,4.648733,7.7383084
4.512217,6.1575956,7.173084,3.6404297,6.6844997,7.3479204,1.3196558,4.351751,9.788445
5.5516553,4.7636943,7.165899,1.9016455,6.5288234,5.7312818,1.4202466,2.299219,9.0891
3.523074,4.878655,6.9551373,2.8141482,6.461763,6.212681,1.2525953,1.7962648,11.02667
7.527547,3.908672,4.967271,2.0453467,4.88584,0.7831714,2.191443,3.1159205,9.398057
6.559959,4.1721244,1.5998731,-1.4034815,2.1674929,-4.2056546,3.9637575,4.873865,6.947952
4.653523,0.17244141,-0.5412744,45.62273,20.410357,11.014695,4.1098537,5.611531,6.095325
6.468948,-4.782854,1.9687061,9.996812,-4.6607084,-5.249883,5.3792143,6.0737696,4.984036
7.89638,-7.699988,3.666775,-25.0064,-18.24526,-0.4023633,5.910908,6.71803,3.8296363
10.5692215,-9.18011,2.9602442,-0.62031007,-16.767532,-6.5479836,4.785249,4.148174,-4.86189
14.973662,-6.8976564,2.912344,50.434322,26.19912,35.558857,6.128855,3.2284865,-5.1636624
12.149935,-5.740862,1.2334352,1.2382251,-5.8917484,-1.0585986,10.039923,1.4178516,-7.7790236
10.152488,-5.704937,0.98435307,-32.41659,-12.16191,-8.401729,8.131092,-0.47900394,-9.594449
12.78222,-6.0210795,1.2693604,33.33149,18.693129,1.5280225,7.062913,-0.9532178,-7.038963
10.796748,-7.6185575,0.17483643,8.104747,5.0534916,-2.7375073,8.638836,-1.1831397,-8.425679
5.712122,-7.798184,1.6717237,-12.1379595,-9.855506,-2.198628,13.6923275,0.80712163,-10.075848
2.9003687,-6.861731,0.45505372,4.0739284,-8.078402,-4.4643164,10.746453,2.1052222,-0.011975098
1.2046949,-6.1073003,-0.1820215,32.914753,30.083841,3.2500417,5.872588,3.5637891,0.86220706
2.9003687,-7.92991,-1.0226734,-0.50774413,-2.4022048,-4.567302,1.7818946,4.869075,-0.98195803
9.843531,-10.595567,-0.06945557,-22.338348,-9.0004835,-6.1959157,6.0043144,7.2736745,-2.8213332
16.415464,-8.4376545,2.4045997,9.908196,4.543352,-9.613608,3.3242872,6.686895,-1.7794995
14.02763,-5.977969,3.2452517,7.688013,16.29811,13.316309,4.6511283,3.9469924,-3.788921
10.98835,-6.5336137,1.3172607,-4.5313773,-5.108577,-7.6377177,8.346643,3.774551,-1.2549903
11.606265,-8.289163,0.9627979,-15.105389,-8.349038,-3.2093263,9.956097,2.4141798,-2.6656568
7.8580594,-9.623189,1.1448194,39.73098,26.201515,0.6682105,12.794195,0.5891748,-7.117998
3.6092947,-7.9706254,0.6394702,5.381609,6.7755103,4.248765,9.592053,0.37362307,-4.9289503
3.290757,-6.07856,-0.59156984,-10.645863,-5.137317,-5.8055277,10.870995,-0.25866213,-8.226892
2.799778,-5.879773,-0.12693603,-6.071375,-7.7407036,-0.88376224,15.570023,0.6682105,-7.8868
4.2343946,-7.6425076,0.038320314,53.794537,37.084484,-2.931504,12.281661,2.9794044,1.4346168
9.2184305,-9.6615095,0.45744875,-1.7627344,-2.2129982,-4.663103,6.9551373,3.3314724,1.3196558
10.303374,-8.914263,0.59156984,-14.020445,-4.8594947,-3.1925611,5.094207,4.2751102,-1.1256592
11.208692,-7.592212,0.26105714,0.39996827,-0.33769777,-9.220825,5.369634,5.031936,-3.7027004
9.74773,-7.0269876,2.1531227,19.083517,21.964725,7.079678,5.879773,6.1216702,-4.390071
9.697434,-7.5083866,-0.29937744,-4.655918,-3.908672,-9.508228,4.0739284,6.0043144,-3.65959
10.389595,-8.392149,0.13891114,-20.304976,-8.337064,2.069297,4.169729,4.277505,-4.9337406
9.826766,-9.599238,-0.009580079,17.5052,12.178675,-1.9016455,6.983877,2.5914114,-2.6201515
5.5157304,-8.756192,0.05269043,6.212681,13.48875,0.5604346,11.247012,0.84065187,-4.497847
3.276387,-5.894143,-0.91250247,-6.6988697,-3.8224514,-4.639153,8.911868,-0.19639161,-2.7806177
1.8465601,-5.5540504,-0.9388477,-14.178516,-6.241421,-3.66438,12.81096,-1.0873389,-6.6365995
4.0044727,-6.9168167,-0.4047583,35.618732,22.623356,-1.9591261,7.798184,-0.1580713,-2.0046315
7.7287283,-8.52627,-0.488584,9.860296,9.594449,6.8880763,15.27783,0.36164796,-5.9396486
7.3096,-9.295072,1.0250684,-9.057964,-5.245093,-4.018843,13.026512,2.1339624,-0.38080812
11.790682,-8.830438,1.9926564,-14.010865,-8.339458,-3.7601807,8.468789,2.7734327,0.9987232
12.9259205,-6.1887307,0.007185059,39.218445,22.268892,-5.0894165,3.906277,2.931504,-1.7938697
8.952583,-6.991062,0.7448511,6.344407,8.224498,9.09868,3.1901662,4.988826,-4.634363
11.702065,-7.927515,1.7579445,-5.343289,-2.574646,-1.4226416,5.2977834,5.745652,-6.215076
8.514295,-9.220825,1.6860938,-10.849439,-4.86189,-6.0282645,3.0728102,5.2858086,-4.157754
7.34313,-8.456815,1.4992822,28.440859,22.06771,-5.5157304,5.113367,4.481082,-4.0763235
4.358936,-6.947952,1.1496094,4.423601,11.04104,8.538245,9.520203,1.6238233,-1.3747413
2.5530908,-5.640271,0.32332766,-6.823411,-2.4668703,-0.5508545,11.323653,1.6286134,-2.0932472
6.0282645,3.1278956,6.816226,3.8775368,6.68929,5.5684204,3.9469924,5.0774417,6.952742
6.332432,3.5134938,6.9144216,3.5566041,6.69408,5.3289185,4.009263,4.2056546,7.7383084
8.310719,4.119434,5.326524,3.4512234,6.351592,7.3575,3.7482057,4.028423,8.669971
6.758745,4.1218286,5.216353,3.4584084,6.6413894,5.625901,4.2080493,4.6128078,8.988508
6.830596,4.495452,6.567144,5.6857767,5.951624,6.373147,6.6437845,4.799619,7.7694435
5.113367,4.061953,6.878496,1.575923,5.5061502,5.1468973,4.9289503,3.6260598,-3.8751419
2.2465284,2.191443,2.794988,3.403323,6.7946706,12.102035,2.560276,0.7831714,-8.59333
3.5063088,-1.9232007,1.0106983,8.835227,5.704937,15.105389,6.222261,-1.6621436,-8.49274
5.6618266,-7.472461,5.2762284,16.714842,3.9853127,13.582156,8.1143265,-3.06802,-9.022039
13.333075,-10.7799835,2.4860303,-7.89638,-5.3959794,-3.0608351,10.312955,-3.2189064,-10.066268
17.313597,-7.7071733,5.7767873,-18.820065,-5.894143,-1.5615528,16.990269,-2.2465284,-4.6104126
10.602752,-5.767207,3.671565,6.239026,-6.167176,-14.001285,10.724898,0.91010743,-0.366438
7.798184,-5.3001785,-1.336421,25.760832,24.884254,20.007994,6.006709,2.6776319,-4.26074
12.193045,-5.9372535,1.2478052,5.716912,-3.9541774,-3.8727467,3.0009596,4.4595265,-4.8259645
11.175161,-7.3958206,0.62510014,-25.418343,-16.163988,-4.768484,3.4560134,6.9790874,-4.021238
6.8761015,-6.969507,0.6610254,43.153465,21.509672,-2.6776319,3.7577858,8.155042,-2.5171657
5.0439115,-6.0426345,0.7185059,11.496095,10.447076,-9.223221,2.5842261,8.3322735,-1.3939015
1.9303858,-5.2355127,0.05269043,-6.255791,-8.801697,-8.655601,0.84544194,6.964717,-2.064507
3.151846,-6.71803,-0.8861573,-13.752203,-8.777747,2.8788135,2.1746778,2.0453467,-7.429351
7.4964113,-9.659114,0.6394702,27.197844,15.194005,-7.417376,7.8269243,0.21794678,-8.6627865
12.784615,-9.230406,-0.007185059,9.862691,13.97015,1.7244141,8.634046,-2.0812721,-8.681946
13.471986,-6.607859,1.8609302,-1.21188,-1.7675245,-3.8631666,7.1419487,-2.8428884,-10.145303
7.2425394,-6.1073003,1.7387843,-14.822777,-10.047108,-15.126944,7.699988,-3.5997145,-9.980047
12.981007,-6.444998,-1.2070899,36.440224,25.13573,-11.567945,5.637876,-2.6704469,-8.370594
9.79563,-8.832832,2.3423293,9.678274,10.882969,-2.6201515,7.9562554,-2.2728736,-9.656719
6.557564,-8.713081,1.5495777,-6.588699,-5.774392,-4.1050634,12.648099,-1.453777,-7.846084
3.5685792,-6.70366,1.1328443,-12.901971,-10.466236,-4.888235,14.049185,-0.9532178,-2.44771
2.6033864,-5.589976,-0.6394702,43.493557,30.840668,-1.9639161,8.006551,0.5340894,-1.2502003
2.7710378,-6.835386,0.23950197,8.392149,9.393267,-9.80521,4.9457154,2.4453151,-3.283572
7.3862405,-9.192085,0.38080812,-8.56938,-7.776629,-1.9088306,3.887117,5.012776,-5.8965383
12.89239,-8.808882,1.1184741,-7.6329274,-11.349998,-5.6570363,3.9278321,6.615044,-3.5087037
13.313914,-6.5096636,-0.11256592,46.77713,34.22483,10.197993,4.2511597,6.967112,-2.9338992
7.0365677,-6.567144,1.5423926,6.1408305,7.199429,-7.446116,2.7135572,5.704937,-4.4738965
12.5738535,-7.0581226,0.50774413,-7.812554,-2.1076174,-0.74006104,0.81909674,2.1052222,-6.5048733
9.912986,-8.6077,2.0405567,-11.103311,-6.864126,-4.6918435,3.8464015,-2.8692336,-5.233118
7.213799,-8.178992,1.6645386,19.323019,16.118483,-3.0033545,10.736873,-3.8200562,-7.6592727
4.591253,-6.4976883,0.96040285,8.974138,15.356866,4.390071,9.649534,-3.8128712,-9.683064
2.6560767,-5.479805,0.8214917,-2.2106032,-1.1807446,-1.3819263,9.2256155,-4.140989,-10.085427
1.3915064,-5.9228835,1.21188,-11.630216,-6.6365995,-4.6199927,8.248447,-3.278782,-8.361013
5.43909,-8.131092,0.6777906,9.1130495,6.2653713,-5.225933,10.581197,-2.699187,-8.523875
11.378738,-10.032737,2.567461,16.920815,23.547832,12.042159,11.819422,-0.96758795,-5.007986
14.188096,-7.709568,2.7758276,2.7279274,1.829795,0.732876,8.986114,0.7089258,-2.8836036
16.334034,-4.7301636,9.09868,-12.085269,-6.2941117,-5.927674,3.8823268,2.811753,-3.4847536
10.217154,-6.452183,0.62749517,0.028740235,-0.5460645,-2.1291726,3.151846,4.8091993,-5.0534916
9.584868,-7.6017923,3.0536501,17.77823,23.9957,24.280708,1.5016773,5.336104,-7.0174074
8.339458,-7.9826,2.8357031,0.2562671,3.0895753,-1.0083033,2.0213966,5.4366946,-6.461763
6.3851223,-7.0365677,2.8285182,-9.2328005,-2.7446926,-4.974456,1.0226734,3.6236646,-6.310877
4.375701,-6.2342362,2.1435425,2.6488917,1.5112574,-3.7098854,5.616321,1.0059083,-7.173084
2.9003687,-5.52052,0.6610254,21.27017,29.465927,15.088624,8.823253,-0.84544194,-6.8737063
3.6811452,-6.1504107,1.8130299,4.033213,5.6833816,-3.6763551,9.78605,-1.1376343,-7.814949
5.640271,3.6116896,6.7467704,2.2920337,5.49657,6.5264287,2.196233,4.7708793,7.711963
6.864126,4.2439747,6.8689165,2.3662794,4.878655,8.813672,3.2380664,4.3349857,8.947793
8.58854,5.47262,7.9802055,2.7901978,4.488267,8.840017,3.8607717,4.8906302,8.353828
6.6653395,3.2500417,3.6404297,4.30385,6.2270513,8.241262,4.1888895,5.029541,5.518125
1.0178833,2.6464968,-0.22513184,8.768167,5.977969,18.659597,2.3950195,3.755391,-1.8776954
0.014370117,-2.2872438,-0.57719976,3.8416114,0.42870852,0.6825806,8.341853,0.7496411,-11.955938
9.3453665,-10.279425,3.3985329,-11.845767,-2.3686745,-6.0282645,6.715635,-1.0729688,-7.31918
18.218914,-14.645545,1.8872755,-16.463366,-3.8895118,-3.9469924,7.9682302,-2.3926246,-9.6686945
16.166382,-6.3635674,5.257068,25.964407,32.795002,11.112891,6.502478,-2.9171338,-7.5155716
18.712288,-4.792434,1.83219,-4.248765,-10.8925495,-10.830278,8.777747,-2.9650342,-7.9897857
15.189215,-7.680828,4.239185,-18.151854,-19.579285,-5.1756372,12.391831,-2.090852,-6.480923
